Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
GLYabcpp;glycine transport via ABC system;atp[c] + h2o[c] + gly[p]  <=> h[c] + adp[c] + pi[c] + gly[c] ;cpd00002 + cpd00001 + cpd00033  <=> cpd00067 + cpd00008 + cpd00009 + cpd00033 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
GLYtex;Glycine transport via diffusion extracellular to periplasm ;gly[e]  <=> gly[p] ;cpd00033  <=> cpd00033 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
GMPS2;GMP synthase;atp[c] + h2o[c] + gln_L[c] + xmp[c]  -> 2 h[c] + amp[c] + ppi[c] + glu_L[c] + gmp[c] ;cpd00002 + cpd00001 + cpd00053 + cpd00497  -> 2 cpd00067 + cpd00018 + cpd00012 + cpd00023 + cpd00126 ;PSPTO_1450;PSPTO_1450;guaA;Purine Metabolism;0;0;1000;0;2;6.3.5.2;Based on iJN746;PMID:18793442
GND;phosphogluconate dehydrogenase;nadp[c] + 6pgc[c]  -> nadph[c] + co2[c] + ru5p_D[c] ;cpd00006 + cpd00284  -> cpd00005 + cpd00011 + cpd00171 ;;;;Pentose Phosphate Pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
GNK;gluconokinase;atp[c] + glcn[c]  -> h[c] + adp[c] + 6pgc[c] ;cpd00002 + cpd00222  -> cpd00067 + cpd00008 + cpd00284 ;PSPTO_3564;PSPTO_3564;gntV;Glycolysis;0;0;1000;0;2;2.7.1.12;Based on iJN746;PMID:18793442
GRTT;geranyltranstransferase;ipdp[c] + grdp[c]  -> ppi[c] + frdp[c] ;cpd00113 + cpd00283  -> cpd00012 + cpd00350 ;PSPTO_0699;PSPTO_0699;ispA;Steroid biosynthesis;0;0;1000;0;2;2.5.1.10;Based on iJN746;PMID:18793442
GTHO;glutathione oxidoreductase;h[c] + nadph[c] + gthox[c]  -> nadp[c] + 2 gthrd[c] ;cpd00067 + cpd00005 + cpd00111  -> cpd00006 + 2 cpd00042 ;PSPTO_3112 or PSPTO_4254;Pput_1950;gor-1. gor-2;Glutamate Metabolism;0;0;1000;0;2;1.8.1.7;Based on iJN746;PMID:18793442
GTHP;glutathione peroxidase;h2o2[c] + 2 gthrd[c]  <=> 2 h2o[c] + gthox[c] ;cpd00025 + 2 cpd00042  <=> 2 cpd00001 + cpd00111 ;;;;Glutathione Metabolism ;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
GTHS;glutathione synthetase;atp[c] + gly[c] + glucys[c]  -> h[c] + adp[c] + pi[c] + gthrd[c] ;cpd00002 + cpd00033 + cpd00506  -> cpd00067 + cpd00008 + cpd00009 + cpd00042 ;PSPTO_5035;PSPTO_5035;gshB;Glutamate Metabolism;0;0;1000;0;2;6.3.2.3;Based on iJN746;PMID:18793442
GTPCI;GTP cyclohydrolase I;h2o[c] + gtp[c]  -> h[c] + for[c] + ahdt[c] ;cpd00001 + cpd00038  -> cpd00067 + cpd00047 + cpd02978 ;;;;Folate Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
GTPCII;GTP cyclohydrolase II;3 h2o[c] + gtp[c]  -> 2 h[c] + ppi[c] + for[c] + 25dhpp[c] ;3 cpd00001 + cpd00038  -> 2 cpd00067 + cpd00012 + cpd00047 + cpd00957 ;;;;Riboflavin Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
GTPDPDPr;guanosine 5 triphosphate 3 diphosphate diphosphatase;h2o[c] + gdptp[c]  <=> h[c] + pi[c] + ppgpp[c] ;cpd00001 + cpd02740  <=> cpd00067 + cpd00009 + cpd00905 ;;;;Purine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
GTPDPK;GTP diphosphokinase;atp[c] + gtp[c]  -> h[c] + amp[c] + gdptp[c] ;cpd00002 + cpd00038  -> cpd00067 + cpd00018 + cpd02740 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
GUAD;guanine deaminase;h[c] + h2o[c] + gua[c]  -> nh4[c] + xan[c] ;cpd00067 + cpd00001 + cpd00207  -> cpd00013 + cpd00309 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
GUAPRT;guanine phosphoribosyltransferase;prpp[c] + gua[c]  -> ppi[c] + gmp[c] ;cpd00103 + cpd00207  -> cpd00012 + cpd00126 ;PSPTO_0112 or PSPTO_1131;PSPTO_0112. PSPTO_1131;xpt. hpt;Purine Metabolism;0;0;1000;0;2;2.4.2.8;Based on iJN746;PMID:18793442
H2CO3D;carboxylic acid dissociation;co2[c] + h2o[c]  <=> h2co3[c] ;cpd00011 + cpd00001  <=> cpd00242 ;;;;Nitrogen Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
HACD1i;3 hydroxyacyl CoA dehydrogenase acetoacetyl CoA ;nad[c] + 3hbcoa[c]  -> h[c] + nadh[c] + aacoa[c] ;cpd00003 + cpd00842  -> cpd00067 + cpd00004 + cpd00279 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD2i;3 hydroxyacyl CoA dehydrogenase 3 oxohexanoyl CoA ;nad[c] + 3hhcoa[c]  -> h[c] + nadh[c] + 3ohcoa[c] ;cpd00003 + cpd03122  -> cpd00067 + cpd00004 + cpd03123 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD3i;3 hydroxyacyl CoA dehydrogenase 3 oxooctanoyl CoA ;nad[c] + 3hocoa[c]  -> h[c] + nadh[c] + 3oocoa[c] ;cpd00003 + cpd03120  -> cpd00067 + cpd00004 + cpd03121 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD4i;3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA ;nad[c] + 3hdcoa[c]  -> h[c] + nadh[c] + 3odcoa[c] ;cpd00003 + cpd03118  -> cpd00067 + cpd00004 + cpd03119 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD5i;3 hydroxyacyl CoA dehydrogenase 3 oxododecanoyl CoA ;nad[c] + 3hddcoa[c]  -> h[c] + nadh[c] + 3oddcoa[c] ;cpd00003 + cpd03116  -> cpd00067 + cpd00004 + cpd03117 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD6i;3 hydroxyacyl CoA dehydrogenase 3 oxotetradecanoyl CoA ;nad[c] + 3htdcoa[c]  -> h[c] + nadh[c] + 3otdcoa[c] ;cpd00003 + cpd03115  -> cpd00067 + cpd00004 + cpd12689 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HACD7i;3 hydroxyacyl CoA dehydrogenase 3 oxohexadecanoyl CoA ;nad[c] + 3hhdcoa[c]  -> h[c] + nadh[c] + 3ohdcoa[c] ;cpd00003 + cpd03113  -> cpd00067 + cpd00004 + cpd03114 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HADPCOADH;3 hydroxyadipyl CoA dehydrogenase;3hadpcoa[c]  -> oxadpcoa[c] + h2[c] ;cpd09844  -> cpd01507 + cpd11640 ;;;;Phenylacetyl CoA pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HEMEOS;Heme O synthase;h2o[c] + pheme[c] + frdp[c]  -> ppi[c] + hemeO[c] ;cpd00001 + cpd00028 + cpd00350  -> cpd00012 + cpd11313 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HEX1;hexokinase D glucoseATP ;atp[c] + glc_D[c]  -> h[c] + adp[c] + g6p[c] ;cpd00002 + cpd00027  -> cpd00067 + cpd00008 + cpd00079 ;PSPTO_1289;PSPTO_1289;glk;Glycolysis;0;0;1000;0;2;2.7.1.1;Based on iJN746;PMID:18793442
HGNTOR;Homogentisateoxygen 1 2 oxidoreductase decyclizing ;o2[c] + hgentis[c]  -> h[c] + 4mlacac[c] ;cpd00007 + cpd00426  -> cpd00067 + cpd00763 ;PSPTO_3551;PSPTO_3551;hmgA;Homogentisate Pathway;0;0;1000;0;2;1.13.11.5;Based on iJN746;PMID:18793442
HIBDkt;3 hydroxyisobutyrate dehydrogenase;nad[c] + 3hmp[c]  -> h[c] + nadh[c] + mmtsa[c] ;cpd00003 + cpd00876  -> cpd00067 + cpd00004 + cpd19044 ;Pspto_0783;Pspto_0783;mmsB;Valine leucine and isoleucine degradation;0;0;1000;0;2;1.1.1.31;Based on iJN746;PMID:18793442
HISD;histidase;his_L[c]  -> nh4[c] + urcan[c] ;cpd00119  -> cpd00013 + cpd00581 ;PSPTO_5099 or PSPTO_5274 or PSPTO_5275;PSPTO_5099. PSPTO_5274. PSPTO_5275;hutH-1. hutH-2. hutH-3;Histidine Metabolism;0;0;1000;0;2;4.3.1.3;Based on iJN746;PMID:18793442
HISTD;histidinol dehydrogenase;h2o[c] + 2 nad[c] + histd[c]  -> 3 h[c] + 2 nadh[c] + his_L[c] ;cpd00001 + 2 cpd00003 + cpd00641  -> 3 cpd00067 + 2 cpd00004 + cpd00119 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HISTP;histidinol phosphatase;h2o[c] + hisp[c]  -> pi[c] + histd[c] ;cpd00001 + cpd00807  -> cpd00009 + cpd00641 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HISTRS;Histidyl tRNA synthetase;atp[c] + his_L[c] + trnahis[c]  -> amp[c] + ppi[c] + histrna[c] ;cpd00002 + cpd00119 + cpd11914  -> cpd00018 + cpd00012 + cpd12228 ;PSPTO_1435;PSPTO_1435;hisS;Histidine Metabolism;0;0;1000;0;2;6.1.1.21;Based on iJN746;PMID:18793442
HISabcpp;L histidine transport via ABC system periplasm ;atp[c] + h2o[c] + his_L[p]  -> h[c] + adp[c] + pi[c] + his_L[c] ;cpd00002 + cpd00001 + cpd00119  -> cpd00067 + cpd00008 + cpd00009 + cpd00119 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HIStex;L histidine transport via diffusion extracellular to periplasm ;his_L[e]  <=> his_L[p] ;cpd00119  <=> cpd00119 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
HMBS;hydroxymethylbilane synthase;h2o[c] + 4 ppbng[c]  -> 4 nh4[c] + hmbil[c] ;cpd00001 + 4 cpd00689  -> 4 cpd00013 + cpd00755 ;PSPTO_0128;PSPTO_0128;hemC;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.5.1.61;Based on iJN746;PMID:18793442
HMGL;hydroxymethylglutaryl CoA lyase;hmgcoa[c]  -> accoa[c] + acac[c] ;cpd00292  -> cpd00022 + cpd00142 ;;;;Synthesis and degradation of Ketones Bodies;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HMPK1;hydroxymethylpyrimidine kinase ATP ;atp[c] + 4ahmmp[c]  -> h[c] + adp[c] + 4ampm[c] ;cpd00002 + cpd00939  -> cpd00067 + cpd00008 + cpd02775 ;;;;Thiamine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HPPK;2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase;atp[c] + 2ahhmp[c]  -> h[c] + amp[c] + 2ahhmd[c] ;cpd00002 + cpd00954  -> cpd00067 + cpd00018 + cpd02920 ;;;;Folate Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HPYRI;hydroxypyruvate isomerase;hpyr[c]  <=> 2h3oppan[c] ;cpd00145  <=> cpd00145 ;;;;Glycolate metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
HSDx;homoserine dehydrogenase NADH ;nad[c] + hom_L[c]  <=> h[c] + nadh[c] + aspsa[c] ;cpd00003 + cpd00227  <=> cpd00067 + cpd00004 + cpd00346 ;PSPTO_1480;PSPTO_1480;hom;Lysine Biosynthesis;1;-1000;1000;0;2;1.1.1.3;Based on iJN746;PMID:18793442
HSERTA;homoserine O trans acetylase;accoa[c] + hom_L[c]  <=> coa[c] + achms[c] ;cpd00022 + cpd00227  <=> cpd00010 + cpd00790 ;;;;Methionine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
HSK;homoserine kinase;atp[c] + hom_L[c]  -> h[c] + adp[c] + phom[c] ;cpd00002 + cpd00227  -> cpd00067 + cpd00008 + cpd00809 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
HSTPTr;histidinol phosphate transaminase reversible;glu_L[c] + imacp[c]  <=> akg[c] + hisp[c] ;cpd00023 + cpd00930  <=> cpd00024 + cpd00807 ;PSPTO_4437;PSPTO_4437;hisC;Histidine Metabolism;1;-1000;1000;0;2;2.6.1.9;Based on iJN746;PMID:18793442
HXAND;hypoxanthine dehydrogenase;h2o[c] + nad[c] + hxan[c]  -> h[c] + nadh[c] + xan[c] ;cpd00001 + cpd00003 + cpd00226  -> cpd00067 + cpd00004 + cpd00309 ;;;;Purine Metabolism;0;0;1000;0;2;1.17.1.4;Based on iJN746;PMID:18793442
HXPRT;hypoxanthine phosphoribosyltransferase Hypoxanthine ;prpp[c] + hxan[c]  -> ppi[c] + imp[c] ;cpd00103 + cpd00226  -> cpd00012 + cpd00114 ;PSPTO_0112 or PSPTO_1131;PSPTO_0112. PSPTO_1131;xpt. hpt;Purine Metabolism;0;0;1000;0;2;2.4.2.8;Based on iJN746;PMID:18793442
ICDHyr;isocitrate dehydrogenase NADP ;nadp[c] + icit[c]  <=> nadph[c] + co2[c] + akg[c] ;cpd00006 + cpd00260  <=> cpd00005 + cpd00011 + cpd00024 ;;;;TCA Cycle;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ICITt_kt;isocitrate transport in via proton symport;h[p] + icit[p]  <=> h[c] + icit[c] ;cpd00067 + cpd00260  <=> cpd00067 + cpd00260 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ICITtex;isocitrate transport external;icit[e]  <=> icit[p] ;cpd00260  <=> cpd00260 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
ICL;Isocitrate lyase;icit[c]  -> succ[c] + glx[c] ;cpd00260  -> cpd00036 + cpd00040 ;;;;TCA Cycle;0;0;1000;0;2;;Based on iJN746;PMID:18793442
IG3PS;Imidazole glycerol 3 phosphate synthase;gln_L[c] + prlp[c]  -> h[c] + glu_L[c] + aicar[c] + eig3p[c] ;cpd00053 + cpd02991  -> cpd00067 + cpd00023 + cpd02851 + cpd02843 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
IGPDH;imidazoleglycerol phosphate dehydratase;eig3p[c]  -> h2o[c] + imacp[c] ;cpd02843  -> cpd00001 + cpd00930 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
IGPS;indole 3 glycerol phosphate synthase;h[c] + 2cpr5p[c]  -> co2[c] + h2o[c] + 3ig3p[c] ;cpd00067 + cpd00956  -> cpd00011 + cpd00001 + cpd02210 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ILETA;isoleucine transaminase;akg[c] + ile_L[c]  <=> glu_L[c] + 3mop[c] ;cpd00024 + cpd00322  <=> cpd00023 + cpd00508 ;Pspto_1332;Pspto_1332;ilvE;Valine leucine and isoleucine degradation;1;-1000;1000;0;2;2.6.1.42;Based on iJN746;PMID:18793442
ILETRS;Isoleucyl tRNA synthetase;atp[c] + ile_L[c] + trnaile[c]  -> amp[c] + ppi[c] + iletrna[c] ;cpd00002 + cpd00322 + cpd11915  -> cpd00018 + cpd00012 + cpd12256 ;PSPTO_0806;PSPTO_0806;ileS;Valine Leucine and Isoleucine Metabolism;0;0;1000;0;2;6.1.1.5;Based on iJN746;PMID:18793442
ILEabcpp;L isoleucine transport via ABC system periplasm ;atp[c] + h2o[c] + ile_L[p]  -> h[c] + adp[c] + pi[c] + ile_L[c] ;cpd00002 + cpd00001 + cpd00322  -> cpd00067 + cpd00008 + cpd00009 + cpd00322 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
IMPC;IMP cyclohydrolase;h2o[c] + imp[c]  <=> fprica[c] ;cpd00001 + cpd00114  <=> cpd02884 ;;;;Purine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IMPD;IMP dehydrogenase;h2o[c] + nad[c] + imp[c]  <=> h[c] + nadh[c] + xmp[c] ;cpd00001 + cpd00003 + cpd00114  <=> cpd00067 + cpd00004 + cpd00497 ;PSPTO_1449;PSPTO_1449;guaB;Purine Metabolism;0;0;1000;0;2;1.1.1.205;Based on iJN746;PMID:18793442
INSH;Inosine hydrolase;h2o[c] + ins[c]  -> rib_D[c] + hxan[c] ;cpd00001 + cpd00246  -> cpd00105 + cpd00226 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
IPDDI;isopentenyl diphosphate D isomerase;ipdp[c]  <=> dmpp[c] ;cpd00113  <=> cpd00202 ;;;;Steroid biosynthesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IPDPS;1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase ipdp ;h[c] + nadh[c] + h2mb4p[c]  -> h2o[c] + nad[c] + ipdp[c] ;cpd00067 + cpd00004 + cpd08615  -> cpd00001 + cpd00003 + cpd00113 ;PSPTO_0809;PSPTO_0809;ispH;Steroid biosynthesis;0;0;1000;0;2;1.17.7.4;Based on iJN746;PMID:18793442
IPMDr;3 isopropylmalate dehydrogenase reversible;nad[c] + 3c2hmp[c]  <=> h[c] + nadh[c] + 3c4mop[c] ;cpd00003 + cpd02693  <=> cpd00067 + cpd00004 + cpd02605 ;PSPTO_2175;PSPTO_2175;leuB;Valine Leucine and Isoleucine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IPPMIa;3 isopropylmalate dehydratase;3c2hmp[c]  <=> h2o[c] + 2ippm[c] ;cpd02693  <=> cpd00001 + cpd01710 ;PSPTO_2173 and PSPTO_2174;PSPTO_2173 and PSPTO_2174;leuC and leuD;Valine Leucine and Isoleucine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IPPMIb;2 isopropylmalate hydratase;h2o[c] + 2ippm[c]  <=> 3c3hmp[c] ;cpd00001 + cpd01710  <=> cpd01646 ;PSPTO_2173 and PSPTO_2174;PSPTO_2173 and PSPTO_2174;leuC and leuD;Valine Leucine and Isoleucine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IPPS;2 isopropylmalate synthase;h2o[c] + accoa[c] + 3mob[c]  -> h[c] + coa[c] + 3c3hmp[c] ;cpd00001 + cpd00022 + cpd00123  -> cpd00067 + cpd00010 + cpd01646 ;PSPTO_1444;PSPTO_1444;leuA;Valine Leucine and Isoleucine Metabolism;0;0;1000;0;2;2.3.3.13;Based on iJN746;PMID:18793442
ISETACabcpp;isethionate transport via ABC system periplasm ;atp[c] + h2o[c] + isetac[p]  -> h[c] + adp[c] + pi[c] + isetac[c] ;cpd00002 + cpd00001 + cpd03048  -> cpd00067 + cpd00008 + cpd00009 + cpd03048 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ISETACtex;isethionate transport via diffusion extracellular to periplasm ;isetac[e]  <=> isetac[p] ;cpd03048  <=> cpd03048 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
IZPN;imidazolonepropionase;h2o[c] + 4izp[c]  -> h[c] + forglu[c] ;cpd00001 + cpd02311  -> cpd00067 + cpd00344 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KARA1;ketol acid reductoisomerase 2 3 dihydroxy 3 methylbutanoate ;nadp[c] + 23dhmb[c]  <=> h[c] + nadph[c] + alac_S[c] ;cpd00006 + cpd02498  <=> cpd00067 + cpd00005 + cpd00668 ;PSPTO_0983;PSPTO_0983;ilvC;Valine Leucine and Isoleucine Metabolism;1;-1000;1000;0;2;1.1.1.86;Based on iJN746;PMID:18793442
KARA2;ketol acid reductoisomerase 2 Acetolactate ;h[c] + nadph[c] + 2ahbut[c]  <=> nadp[c] + 23dhmp[c] ;cpd00067 + cpd00005 + cpd00498  <=> cpd00006 + cpd02535 ;PSPTO_0983;PSPTO_0983;ilvC;Valine Leucine and Isoleucine Metabolism;1;-1000;1000;0;2;1.1.1.86;Based on iJN746;PMID:18793442
KAS14;beta ketoacyl ACP synthase;h[c] + malACP[c] + acACP[c]  -> co2[c] + ACP[c] + actACP[c] ;cpd00067 + cpd11492 + cpd11494  -> cpd00011 + cpd11493 + cpd11488 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAS15;beta ketoacyl ACP synthase 2 ;h[c] + malACP[c] + accoa[c]  -> co2[c] + coa[c] + actACP[c] ;cpd00067 + cpd11492 + cpd00022  -> cpd00011 + cpd00010 + cpd11488 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT1;3 ketoacyl CoA thiolase;coa[c] + aacoa[c]  -> 2 accoa[c] ;cpd00010 + cpd00279  -> 2 cpd00022 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT2;3 ketoacyl CoA thiolase;coa[c] + 3ohcoa[c]  -> accoa[c] + btcoa[c] ;cpd00010 + cpd03123  -> cpd00022 + cpd00120 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT3;3 ketoacyl CoA thiolase;coa[c] + 3oocoa[c]  -> accoa[c] + hxcoa[c] ;cpd00010 + cpd03121  -> cpd00022 + cpd03124 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT4;3 ketoacyl CoA thiolase;coa[c] + 3odcoa[c]  -> accoa[c] + occoa[c] ;cpd00010 + cpd03119  -> cpd00022 + cpd01335 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT5;3 ketoacyl CoA thiolase;coa[c] + 3oddcoa[c]  -> accoa[c] + dcacoa[c] ;cpd00010 + cpd03117  -> cpd00022 + cpd03128 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT6;3 ketoacyl CoA thiolase;coa[c] + 3otdcoa[c]  -> accoa[c] + ddcacoa[c] ;cpd00010 + cpd12689  -> cpd00022 + cpd01260 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
KAT7;3 ketoacyl CoA thiolase;coa[c] + 3ohdcoa[c]  -> accoa[c] + tdcoa[c] ;cpd00010 + cpd03114  -> cpd00022 + cpd01695 ;;;;Fatty Acid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
LDH_D;D lactate dehydrogenase;nad[c] + lac_D[c]  <=> h[c] + nadh[c] + pyr[c] ;cpd00003 + cpd00221  <=> cpd00067 + cpd00004 + cpd00020 ;;;;Pyruvate Met;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
LEUTA;leucine transaminase;akg[c] + leu_L[c]  <=> glu_L[c] + 4mop[c] ;cpd00024 + cpd00107  <=> cpd00023 + cpd00200 ;Pspto_1332;Pspto_1332;ilvE;Valine leucine and isoleucine degradation;1;-1000;1000;0;2;2.6.1.42;Based on iJN746;PMID:18793442
LEUTRS;Leucyl tRNA synthetase;atp[c] + leu_L[c] + trnaleu[c]  -> amp[c] + ppi[c] + leutrna[c] ;cpd00002 + cpd00107 + cpd11916  -> cpd00018 + cpd00012 + cpd12003 ;PSPTO_4812;PSPTO_4812;leuS;Valine Leucine and Isoleucine Metabolism;0;0;1000;0;2;6.1.1.4;Based on iJN746;PMID:18793442
LEUabcpp;L leucine transport via ABC system periplasm ;atp[c] + h2o[c] + leu_L[p]  -> h[c] + adp[c] + pi[c] + leu_L[c] ;cpd00002 + cpd00001 + cpd00107  -> cpd00067 + cpd00008 + cpd00009 + cpd00107 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
LPCOXc;L Pipecolateoxygen 1 6 oxidoreductase;Lpipecol[c] + o2[c]  -> h[c] + h2o2[c] + thp2c[c] ;cpd00323 + cpd00007  -> cpd00067 + cpd00025 + cpd00352 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
LYSMO;lysine oxygenase;o2[c] + lys_L[c]  -> h[c] + co2[c] + h2o[c] + 5apentam[c] ;cpd00007 + cpd00039  -> cpd00067 + cpd00011 + cpd00001 + cpd00729 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
LYSTRS;Lysyl tRNA synthetase;atp[c] + lys_L[c] + trnalys[c]  -> amp[c] + ppi[c] + lystrna[c] ;cpd00002 + cpd00039 + cpd11917  -> cpd00018 + cpd00012 + cpd01326 ;PSPTO_1501;PSPTO_1501;lysS;Lysine Biosynthesis;0;0;1000;0;2;6.1.1.6;Based on iJN746;PMID:18793442
LYSabcpp;L lysine transport via ABC system periplasm ;atp[c] + h2o[c] + lys_L[p]  -> h[c] + adp[c] + pi[c] + lys_L[c] ;cpd00002 + cpd00001 + cpd00039  -> cpd00067 + cpd00008 + cpd00009 + cpd00039 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
LYStex;L lysine transport via diffusion extracellular to periplasm ;lys_L[e]  <=> lys_L[p] ;cpd00039  <=> cpd00039 ;;;;Lysine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
L_LACt2rpp;L lactate reversible transport via proton symport periplasm ;h[p] + lac_L[p]  <=> h[c] + lac_L[c] ;cpd00067 + cpd00159  <=> cpd00067 + cpd00159 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
MACACI;maleylacetoacetate isomerase;4mlacac[c]  -> 4fumacac[c] ;cpd00763  -> cpd00780 ;PSPTO_3554;PSPTO_3554;maiA;Homogentisate Pathway;0;0;1000;0;2;5.2.1.2;Based on iJN746;PMID:18793442
MACPD;Malonyl ACP decarboxylase;h[c] + malACP[c]  -> co2[c] + acACP[c] ;cpd00067 + cpd11492  -> cpd00011 + cpd11494 ;;;;Fatty Acid Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
MALS;malate synthase;h2o[c] + accoa[c] + glx[c]  -> h[c] + coa[c] + mal_L[c] ;cpd00001 + cpd00022 + cpd00040  -> cpd00067 + cpd00010 + cpd00130 ;;;;TCA Cycle;0;0;1000;0;2;;Based on iJN746;PMID:18793442
MALt2_2pp;Malate transport via proton symport 2 H periplasm ;2 h[p] + mal_L[p]  -> 2 h[c] + mal_L[c] ;2 cpd00067 + cpd00130  -> 2 cpd00067 + cpd00130 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
MCITD;2 methylcitrate dehydratase;2mcit[c]  -> h2o[c] + 2mcacn[c] ;cpd01501  -> cpd00001 + cpd02597 ;PSPTO_3057;PSPTO_3057;;Propanoate Metabolism;0;0;1000;0;2;4.2.1.79;Based on iJN746;PMID:18793442
MCITL2;methylisocitrate lyase;micit[c]  <=> succ[c] + pyr[c] ;cpd02799  <=> cpd00036 + cpd00020 ;;;;Propanoate Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
